DIV_island4
91	 3 	 8 	 0.0000 	 0.0000 
	144.8872	3.6483
	137.8145	17.4437
	130.0949	32.345
	17.5
	144.3479	3.8723
	137.1206	17.6252
	129.2694	32.4129
	18
	143.7952	4.0929
	136.4288	17.7879
	128.4671	32.4385
	18.5
	143.2448	4.3029
	135.7435	17.9332
	127.6781	32.4428
	19
	142.6909	4.4991
	135.0639	18.0595
	127.0156	32.3574
	19.5
	142.1329	4.712
	134.3895	18.1657
	126.2359	32.3217
	20
	141.5645	4.9352
	133.7178	18.2493
	125.4525	32.265
	20.5
	141.0050	5.136
	133.0505	18.3103
	124.6572	32.2065
	21
	140.4480	5.3213
	132.3850	18.3464
	123.8373	32.1464
	21.5
	139.8974	5.4755
	131.7205	18.3567
	123.0079	32.0773
	22
	139.3455	5.6137
	131.0553	18.3399
	122.1571	31.998
	22.5
	138.8154	5.6955
	130.3930	18.2974
	121.2877	31.9208
	23
	138.3288	5.5604
	129.7332	18.2294
	120.4075	31.8341
	23.5
	137.8236	5.5629
	129.0764	18.1363
	119.5269	31.7265
	24
	137.3462	5.5106
	128.4279	18.0216
	118.6453	31.6115
	24.5
	136.8878	5.4187
	127.7888	17.8866
	117.7751	31.4772
	25
	136.4675	5.2066
	127.1614	17.7337
	117.0516	31.2755
	25.5
	136.0371	5.0706
	126.5465	17.5643
	116.2226	31.0933
	26
	135.6331	4.9056
	125.9488	17.3819
	115.4126	30.8979
	26.5
	135.2352	4.7663
	125.3678	17.1869
	114.6817	30.6645
	27
	134.8602	4.5872
	124.8039	16.98
	113.9130	30.4322
	27.5
	134.4896	4.4159
	124.2559	16.7608
	113.1658	30.1758
	28
	134.1348	4.2561
	123.7265	16.5304
	112.3838	29.9256
	28.5
	133.7989	4.0737
	123.2143	16.2877
	111.6517	29.6514
	29
	133.5160	3.7526
	122.7190	16.0321
	110.8987	29.3734
	29.5
	133.1930	3.5863
	122.2394	15.7629
	110.1807	29.0712
	30
	132.8860	3.419
	121.7791	15.4816
	109.4602	28.7677
	30.5
	132.5989	3.2106
	121.3371	15.188
	108.8491	28.432
	31
	132.2944	3.0688
	120.9128	14.8827
	108.1401	28.1042
	31.5
	131.9826	2.9984
	120.5099	14.5683
	107.4763	27.7656
	32
	131.6901	2.8774
	120.1277	14.2461
	106.7816	27.4253
	32.5
	131.4059	2.7408
	119.7664	13.9177
	106.0284	27.0867
	33
	131.1192	2.609
	119.4249	13.5846
	105.4001	26.7126
	33.5
	130.8323	2.5208
	119.1058	13.2491
	104.7575	26.3397
	34
	130.5494	2.4389
	118.8071	12.9118
	104.1886	25.9495
	34.5
	130.2600	2.4255
	118.5282	12.5735
	103.5975	25.5564
	35
	129.9938	2.2979
	118.2672	12.2343
	102.9430	25.1589
	35.5
	129.7302	2.2241
	118.0262	11.8951
	102.4017	24.7474
	36
	129.4815	2.1051
	117.8034	11.5554
	101.9682	24.3187
	36.5
	129.2346	2.0395
	117.5986	11.2152
	101.5611	23.8822
	37
	128.9960	1.9598
	117.4105	10.8742
	101.0992	23.4414
	37.5
	128.7669	1.9366
	117.2417	10.5333
	100.6276	23.0032
	38
	128.5523	1.8963
	117.0912	10.1925
	100.0771	22.5687
	38.5
	128.3617	1.6795
	116.9581	9.8521
	99.5766	22.1174
	39
	128.1717	1.6597
	116.8449	9.5132
	99.5162	21.62
	39.5
	127.9997	1.5765
	116.7506	9.1765
	99.1632	21.1497
	40
	127.8380	1.549
	116.6752	8.8429
	98.6686	20.6927
	40.5
	127.6934	1.4273
	116.6172	8.5129
	98.2118	20.2198
	41
	127.5655	1.3108
	116.5787	8.1877
	98.0750	19.7096
	41.5
	127.4498	1.2461
	116.5580	7.8675
	97.9820	19.184
	42
	127.3496	1.1788
	116.5546	7.5527
	97.7671	18.67
	42.5
	127.2649	1.063
	116.5669	7.2432
	97.6105	18.1338
	43
	127.1974	0.97966
	116.5966	6.9391
	97.5690	17.5759
	43.5
	127.1467	0.89432
	116.6422	6.6402
	97.7969	16.9482
	44
	127.1130	0.81065
	116.7034	6.3461
	97.9740	16.3161
	44.5
	127.0977	0.66174
	116.7790	6.0567
	98.2720	15.6325
	45
	127.0996	0.57856
	116.8712	5.772
	99.2394	14.7453
